gene,one,two
group_5742,0.0241935483870968,0
ykfF_2,0.0241935483870968,0
group_5744,0.0241935483870968,0
group_5745,0.0241935483870968,0
group_5746,0.0241935483870968,0
group_5747,0.0241935483870968,0
group_5748,0.0241935483870968,0
group_5749,0.0241935483870968,0
group_5750,0.0241935483870968,0
group_5751,0.0241935483870968,0
group_5752,0.0241935483870968,0
group_5753,0.0241935483870968,0
group_5755,0.0241935483870968,0
group_5756,0.0241935483870968,0
group_5757,0.0241935483870968,0
group_5758,0.0241935483870968,0
group_5759,0.0241935483870968,0
group_5760,0.0241935483870968,0
group_5761,0.0241935483870968,0
group_5763,0.0241935483870968,0
group_5764,0.0241935483870968,0
group_5765,0.0241935483870968,0
group_5766,0.0241935483870968,0
group_5776,0.00806451612903226,0.0136054421768707
group_5777,0.00806451612903226,0.0136054421768707
group_5795,0.0241935483870968,0
group_5871,0.0241935483870968,0
group_5872,0.0241935483870968,0
group_5873,0.0241935483870968,0
group_5874,0.0241935483870968,0
group_5875,0.0241935483870968,0
group_5876,0.0241935483870968,0
group_5877,0.0241935483870968,0
group_5879,0.0241935483870968,0
group_5880,0.0241935483870968,0
group_5881,0.0241935483870968,0
group_5882,0.0241935483870968,0
group_5883,0.0241935483870968,0
group_5884,0.0241935483870968,0
group_5885,0.0241935483870968,0
group_5886,0.0241935483870968,0
group_5887,0.0241935483870968,0
vapC_2,0.0241935483870968,0
group_5889,0.0241935483870968,0
group_5890,0.0241935483870968,0
vapC_3,0.0241935483870968,0
group_5892,0.0241935483870968,0
group_5893,0.0241935483870968,0
group_5894,0.0241935483870968,0
group_5895,0.0241935483870968,0
tnpA,0.0241935483870968,0
group_5897,0.0241935483870968,0
ugpC_2,0.0241935483870968,0
cpdA_2,0.0241935483870968,0
ycjP_2,0.0241935483870968,0
ugpA_2,0.0241935483870968,0
adh,0.0241935483870968,0
yagE_2,0.0241935483870968,0
yabJ_2,0.0241935483870968,0
group_5905,0.0241935483870968,0
rhmR_3,0.0241935483870968,0
group_5907,0.0241935483870968,0
group_5908,0.0241935483870968,0
group_5909,0.0241935483870968,0
group_5910,0.0241935483870968,0
repB,0.0241935483870968,0
group_5912,0.0241935483870968,0
group_5913,0.0241935483870968,0
pspF_2,0.0241935483870968,0
pspA_2,0.0241935483870968,0
pspB_2,0.0241935483870968,0
pspC_2,0.0241935483870968,0
group_5918,0.0241935483870968,0
group_5919,0.0241935483870968,0
group_5920,0.0241935483870968,0
ampR,0.0241935483870968,0
hypA_4,0.0241935483870968,0
group_5923,0.0241935483870968,0
group_5924,0.0241935483870968,0
group_5925,0.0241935483870968,0
group_5926,0.0241935483870968,0
group_5927,0.0241935483870968,0
group_5928,0.0241935483870968,0
nqrC,0.0241935483870968,0
group_5930,0.0241935483870968,0
group_5931,0.0241935483870968,0
group_5932,0.0241935483870968,0
macB_2,0.0241935483870968,0
macB_3,0.0241935483870968,0
group_5935,0.0241935483870968,0
resA,0.0241935483870968,0
group_5937,0.0241935483870968,0
group_5938,0.0241935483870968,0
eno_2,0.0241935483870968,0
mntB_4,0.0241935483870968,0
group_5941,0.0241935483870968,0
fhuC_2,0.0241935483870968,0
group_5943,0.0241935483870968,0
group_5944,0.0241935483870968,0
group_5945,0.0241935483870968,0
erm,0.0241935483870968,0
group_5950,0.0241935483870968,0
group_5951,0.0241935483870968,0
group_5952,0.0241935483870968,0
group_5954,0.0241935483870968,0
group_5972,0.0161290322580645,0.00680272108843537
group_5973,0.0161290322580645,0.00680272108843537
group_6118,0.0241935483870968,0
group_6119,0.0241935483870968,0
group_6120,0.0241935483870968,0
group_6121,0.0241935483870968,0
group_6122,0.0241935483870968,0
group_6123,0.0241935483870968,0
group_6124,0.0241935483870968,0
group_6125,0.0241935483870968,0
group_6145,0,0.0204081632653061
group_6149,0.00806451612903226,0.0136054421768707
group_6165,0,0.0204081632653061
group_6166,0,0.0204081632653061
group_6178,0,0.0204081632653061
group_6179,0,0.0204081632653061
group_6180,0,0.0204081632653061
group_6182,0,0.0204081632653061
group_6183,0,0.0204081632653061
group_6184,0,0.0204081632653061
group_6185,0,0.0204081632653061
group_6195,0,0.0204081632653061
group_6196,0,0.0204081632653061
group_6197,0,0.0204081632653061
group_6198,0,0.0204081632653061
group_6199,0,0.0204081632653061
group_6201,0,0.0204081632653061
sopA_1,0,0.0204081632653061
group_6233,0,0.0204081632653061
group_6234,0,0.0204081632653061
group_6238,0,0.0204081632653061
group_6239,0,0.0204081632653061
group_6241,0,0.0204081632653061
group_6242,0,0.0204081632653061
group_6243,0,0.0204081632653061
group_6377,0,0.0204081632653061
hel,0,0.0204081632653061
aphA_1,0,0.0204081632653061
ansB_3,0,0.0204081632653061
group_6406,0,0.0204081632653061
group_6419,0,0.0204081632653061
group_6559,0,0.0204081632653061
group_6719,0,0.0204081632653061
group_6720,0,0.0204081632653061
group_6739,0,0.0204081632653061
psiB_1,0,0.0204081632653061
noc_1,0,0.0204081632653061
group_6833,0,0.0204081632653061
ssb_4,0,0.0204081632653061
group_6891,0,0.0204081632653061
group_7198,0,0.0204081632653061
group_7199,0,0.0204081632653061
group_7200,0,0.0204081632653061
yncE_1,0,0.0204081632653061
fecA_1,0,0.0204081632653061
group_7203,0,0.0204081632653061
fecI,0,0.0204081632653061
group_7225,0,0.0204081632653061
group_7226,0,0.0204081632653061
group_7227,0,0.0204081632653061
group_7228,0,0.0204081632653061
yejK_2,0,0.0204081632653061
group_7230,0,0.0204081632653061
group_7231,0,0.0204081632653061
group_7232,0,0.0204081632653061
group_7233,0,0.0204081632653061
group_7234,0,0.0204081632653061
group_7235,0,0.0204081632653061
group_7236,0,0.0204081632653061
group_7237,0,0.0204081632653061
group_7238,0,0.0204081632653061
group_7239,0,0.0204081632653061
group_7240,0,0.0204081632653061
group_7241,0,0.0204081632653061
group_7242,0,0.0204081632653061
group_7243,0,0.0204081632653061
group_7244,0,0.0204081632653061
group_7261,0,0.0204081632653061
group_7262,0,0.0204081632653061
group_7263,0,0.0204081632653061
group_7264,0,0.0204081632653061
group_7265,0,0.0204081632653061
group_7266,0,0.0204081632653061
group_7267,0,0.0204081632653061
group_7268,0,0.0204081632653061
group_7269,0,0.0204081632653061
group_7280,0,0.0204081632653061
group_7281,0,0.0204081632653061
group_7282,0,0.0204081632653061
proQ_2,0,0.0204081632653061
lolD_3,0,0.0204081632653061
soj_3,0,0.0204081632653061
relE_3,0,0.0204081632653061
group_7395,0,0.0204081632653061
group_7396,0,0.0204081632653061
group_7397,0,0.0204081632653061
group_7398,0,0.0204081632653061
group_7399,0,0.0204081632653061
group_7400,0,0.0204081632653061
group_7401,0,0.0204081632653061
group_7402,0,0.0204081632653061
lysU,0,0.0204081632653061
group_7404,0,0.0204081632653061
cadA_2,0,0.0204081632653061
potE_2,0,0.0204081632653061
group_7407,0,0.0204081632653061
group_7408,0,0.0204081632653061
group_7409,0,0.0204081632653061
group_7411,0,0.0204081632653061
kinE,0,0.0204081632653061
zraR_3,0,0.0204081632653061
atoD_2,0,0.0204081632653061
atoA,0,0.0204081632653061
atoE,0,0.0204081632653061
thlA_2,0,0.0204081632653061
queD_3,0,0.0204081632653061
group_7419,0,0.0204081632653061
group_7420,0,0.0204081632653061
group_7421,0,0.0204081632653061
group_7422,0,0.0204081632653061
group_7423,0,0.0204081632653061
group_7424,0,0.0204081632653061
group_7425,0,0.0204081632653061
glgS_2,0,0.0204081632653061
ompP,0,0.0204081632653061
group_7428,0,0.0204081632653061
group_7429,0,0.0204081632653061
outO_1,0,0.0204081632653061
group_7431,0,0.0204081632653061
group_7432,0,0.0204081632653061
group_7433,0,0.0204081632653061
group_7434,0,0.0204081632653061
group_7435,0,0.0204081632653061
group_7436,0,0.0204081632653061
group_7437,0,0.0204081632653061
group_7438,0,0.0204081632653061
tcpA,0,0.0204081632653061
group_7440,0,0.0204081632653061
group_7441,0,0.0204081632653061
group_7442,0,0.0204081632653061
group_7443,0,0.0204081632653061
group_7444,0,0.0204081632653061
group_7445,0,0.0204081632653061
group_7446,0,0.0204081632653061
group_7447,0,0.0204081632653061
hxuB,0,0.0204081632653061
hxuA,0,0.0204081632653061
group_7450,0,0.0204081632653061
group_7451,0,0.0204081632653061
group_7452,0,0.0204081632653061
group_7453,0,0.0204081632653061
group_7454,0,0.0204081632653061
group_7455,0,0.0204081632653061
group_7456,0,0.0204081632653061
group_7457,0,0.0204081632653061
group_7458,0,0.0204081632653061
recA_2,0,0.0204081632653061
group_7460,0,0.0204081632653061
paiA,0,0.0204081632653061
group_7462,0,0.0204081632653061
group_7463,0,0.0204081632653061
group_7464,0,0.0204081632653061
group_7465,0,0.0204081632653061
group_7466,0,0.0204081632653061
yteR,0,0.0204081632653061
group_7468,0,0.0204081632653061
group_7469,0,0.0204081632653061
group_7470,0,0.0204081632653061
espC,0,0.0204081632653061
group_7472,0,0.0204081632653061
group_7473,0,0.0204081632653061
group_7474,0,0.0204081632653061
group_7505,0,0.0204081632653061
hcpC_4,0,0.0204081632653061
isiB_2,0,0.0204081632653061
exuT_2,0,0.0204081632653061
group_7509,0,0.0204081632653061
group_7510,0,0.0204081632653061
caiD_2,0,0.0204081632653061
group_7512,0,0.0204081632653061
kduD_2,0,0.0204081632653061
acnR,0,0.0204081632653061
ttgC,0,0.0204081632653061
group_7524,0,0.0204081632653061
group_7525,0,0.0204081632653061
group_7526,0,0.0204081632653061
garP_1,0,0.0204081632653061
group_7528,0,0.0204081632653061
group_7529,0,0.0204081632653061
group_7530,0,0.0204081632653061
group_7531,0,0.0204081632653061
group_7532,0,0.0204081632653061
group_7533,0,0.0204081632653061
tagE_2,0,0.0204081632653061
group_7535,0,0.0204081632653061
group_7536,0,0.0204081632653061
group_7573,0,0.0204081632653061
group_7589,0,0.0204081632653061
group_7590,0,0.0204081632653061
group_7595,0,0.0204081632653061
group_7596,0,0.0204081632653061
kdgR_2,0,0.0204081632653061
group_7598,0,0.0204081632653061
group_7599,0,0.0204081632653061
group_7601,0,0.0204081632653061
group_7602,0,0.0204081632653061
group_7603,0,0.0204081632653061
group_7618,0,0.0204081632653061
group_7623,0,0.0204081632653061
group_7624,0,0.0204081632653061
group_7625,0,0.0204081632653061
group_7626,0,0.0204081632653061
group_7634,0,0.0204081632653061
group_7636,0,0.0204081632653061
group_7646,0,0.0204081632653061
group_7650,0,0.0204081632653061
group_7656,0,0.0204081632653061
group_7677,0.0161290322580645,0.00680272108843537
group_7678,0.0161290322580645,0.00680272108843537
group_8005,0,0.0204081632653061
sspH2_2,0.0161290322580645,0.00680272108843537
group_832,0.00806451612903226,0.0136054421768707
group_8415,0,0.0204081632653061
group_8438,0,0.0204081632653061
group_8608,0,0.0204081632653061
group_8656,0,0.0204081632653061
group_8657,0,0.0204081632653061
group_8752,0,0.0204081632653061
group_9285,0.0241935483870968,0
group_9286,0.0241935483870968,0
group_9287,0.0241935483870968,0
group_9288,0.0241935483870968,0
group_9289,0.0241935483870968,0
group_9290,0.0241935483870968,0
group_9291,0.0241935483870968,0
group_9292,0.0241935483870968,0
group_9293,0.0241935483870968,0
group_9294,0.0241935483870968,0
cyaB,0.0241935483870968,0
group_9296,0.0241935483870968,0
group_9297,0.0241935483870968,0
group_9298,0.0241935483870968,0
group_9299,0.0241935483870968,0
group_9300,0.0241935483870968,0
group_9301,0.0241935483870968,0
group_9302,0.0241935483870968,0
group_9303,0.0241935483870968,0
group_9617,0,0.0204081632653061
group_9864,0,0.0204081632653061
group_9866,0,0.0204081632653061
group_9867,0,0.0204081632653061
group_9869,0,0.0204081632653061
hcp1_1,0,0.0204081632653061
group_9871,0,0.0204081632653061
group_9872,0,0.0204081632653061
group_9873,0,0.0204081632653061
group_9874,0,0.0204081632653061
group_9875,0,0.0204081632653061
group_9876,0,0.0204081632653061
ddrA_1,0,0.0204081632653061
group_9878,0,0.0204081632653061
group_9879,0,0.0204081632653061
group_9880,0,0.0204081632653061
group_9881,0,0.0204081632653061
group_9882,0,0.0204081632653061
yfcA_2,0,0.0204081632653061
yfcA_1,0,0.0204081632653061
group_9885,0,0.0204081632653061
yagU,0,0.0204081632653061
group_9888,0,0.0204081632653061
group_9889,0,0.0204081632653061
group_989,0.00806451612903226,0.0136054421768707
group_9890,0,0.0204081632653061
group_9891,0,0.0204081632653061
group_9892,0,0.0204081632653061
group_9893,0,0.0204081632653061
prsF,0,0.0204081632653061
group_9895,0,0.0204081632653061
group_9896,0,0.0204081632653061
group_9897,0,0.0204081632653061
yigG,0,0.0204081632653061
group_9899,0,0.0204081632653061
group_9900,0,0.0204081632653061
group_9901,0,0.0204081632653061
group_9902,0,0.0204081632653061
group_9903,0,0.0204081632653061
group_9904,0,0.0204081632653061
group_9905,0,0.0204081632653061
group_9906,0,0.0204081632653061
group_9907,0,0.0204081632653061
group_9908,0,0.0204081632653061
group_9909,0,0.0204081632653061
group_997,0,0.0204081632653061
group_1065,0,0.0136054421768707
group_1066,0,0.0136054421768707
yqiK_1,0,0.0136054421768707
group_1727,0,0.0136054421768707
group_1732,0,0.0136054421768707
group_1794,0,0.0136054421768707
group_1795,0,0.0136054421768707
group_1796,0,0.0136054421768707
group_1797,0,0.0136054421768707
hokA_1,0,0.0136054421768707
group_1802,0.00806451612903226,0.00680272108843537
xerC_5,0.00806451612903226,0.00680272108843537
pilT,0.00806451612903226,0.00680272108843537
group_2035,0,0.0136054421768707
group_2036,0.00806451612903226,0.00680272108843537
group_2045,0,0.0136054421768707
group_2081,0,0.0136054421768707
group_2083,0,0.0136054421768707
group_2087,0,0.0136054421768707
group_2088,0,0.0136054421768707
group_2089,0,0.0136054421768707
group_2098,0,0.0136054421768707
group_2103,0.00806451612903226,0.00680272108843537
group_2104,0,0.0136054421768707
group_2154,0.0161290322580645,0
group_2155,0.0161290322580645,0
group_2157,0.00806451612903226,0.00680272108843537
group_2213,0,0.0136054421768707
group_2214,0,0.0136054421768707
group_2215,0,0.0136054421768707
group_2216,0,0.0136054421768707
group_2217,0,0.0136054421768707
group_2218,0,0.0136054421768707
soxA,0,0.0136054421768707
group_2250,0,0.0136054421768707
group_2251,0,0.0136054421768707
group_2252,0,0.0136054421768707
group_2253,0,0.0136054421768707
group_2254,0,0.0136054421768707
group_2256,0,0.0136054421768707
group_2260,0,0.0136054421768707
group_2270,0,0.0136054421768707
group_2272,0,0.0136054421768707
group_2273,0,0.0136054421768707
group_2274,0,0.0136054421768707
group_2275,0,0.0136054421768707
group_2276,0,0.0136054421768707
group_2280,0,0.0136054421768707
group_2286,0,0.0136054421768707
group_2291,0,0.0136054421768707
group_2292,0,0.0136054421768707
group_2299,0,0.0136054421768707
group_2300,0,0.0136054421768707
group_2301,0,0.0136054421768707
yihN,0,0.0136054421768707
group_2303,0,0.0136054421768707
group_2306,0,0.0136054421768707
group_2309,0,0.0136054421768707
caa,0,0.0136054421768707
cai,0,0.0136054421768707
group_2313,0,0.0136054421768707
group_2330,0,0.0136054421768707
group_2331,0,0.0136054421768707
group_2332,0,0.0136054421768707
group_2333,0,0.0136054421768707
group_2337,0,0.0136054421768707
yeeU,0,0.0136054421768707
group_2341,0,0.0136054421768707
group_2346,0,0.0136054421768707
group_2349,0.00806451612903226,0.00680272108843537
traB,0.00806451612903226,0.00680272108843537
group_2351,0.00806451612903226,0.00680272108843537
group_2352,0.00806451612903226,0.00680272108843537
traG_1,0.00806451612903226,0.00680272108843537
group_2354,0.00806451612903226,0.00680272108843537
group_2355,0.00806451612903226,0.00680272108843537
group_2356,0.00806451612903226,0.00680272108843537
group_2357,0.00806451612903226,0.00680272108843537
ptlH,0.00806451612903226,0.00680272108843537
group_2359,0.00806451612903226,0.00680272108843537
group_2360,0.00806451612903226,0.00680272108843537
group_2361,0.00806451612903226,0.00680272108843537
group_2363,0.00806451612903226,0.00680272108843537
group_2366,0,0.0136054421768707
group_2367,0,0.0136054421768707
group_2368,0,0.0136054421768707
group_2369,0,0.0136054421768707
group_2370,0,0.0136054421768707
group_2371,0,0.0136054421768707
group_2372,0,0.0136054421768707
group_2373,0,0.0136054421768707
group_2374,0,0.0136054421768707
group_2375,0,0.0136054421768707
group_2376,0,0.0136054421768707
group_2377,0,0.0136054421768707
group_2378,0,0.0136054421768707
group_2379,0,0.0136054421768707
group_2380,0,0.0136054421768707
group_2381,0,0.0136054421768707
group_2382,0,0.0136054421768707
group_2383,0,0.0136054421768707
group_2384,0,0.0136054421768707
group_2385,0,0.0136054421768707
group_2386,0,0.0136054421768707
group_2387,0,0.0136054421768707
group_2388,0,0.0136054421768707
group_2389,0,0.0136054421768707
group_2390,0,0.0136054421768707
group_2391,0,0.0136054421768707
group_2392,0,0.0136054421768707
group_2393,0,0.0136054421768707
psiB_2,0,0.0136054421768707
group_2395,0,0.0136054421768707
group_2396,0,0.0136054421768707
group_2397,0,0.0136054421768707
group_2398,0,0.0136054421768707
group_2399,0,0.0136054421768707
group_2400,0,0.0136054421768707
group_2401,0,0.0136054421768707
group_2402,0,0.0136054421768707
group_2403,0,0.0136054421768707
group_2404,0,0.0136054421768707
group_2405,0,0.0136054421768707
group_2406,0,0.0136054421768707
group_2407,0,0.0136054421768707
group_2408,0,0.0136054421768707
group_2409,0,0.0136054421768707
group_2410,0,0.0136054421768707
group_2411,0,0.0136054421768707
group_2412,0,0.0136054421768707
hxuB_2,0,0.0136054421768707
group_2414,0,0.0136054421768707
group_2415,0,0.0136054421768707
group_2417,0,0.0136054421768707
group_2418,0,0.0136054421768707
group_2421,0,0.0136054421768707
group_2422,0,0.0136054421768707
group_2423,0,0.0136054421768707
ykfG_1,0,0.0136054421768707
ybcL_1,0.0161290322580645,0
group_2426,0.0161290322580645,0
group_2429,0,0.0136054421768707
group_3180,0,0.0136054421768707
group_3205,0.00806451612903226,0.00680272108843537
group_3355,0,0.0136054421768707
group_3379,0,0.0136054421768707
group_3388,0,0.0136054421768707
group_3417,0,0.0136054421768707
group_3418,0,0.0136054421768707
group_3419,0,0.0136054421768707
group_3420,0,0.0136054421768707
group_3421,0,0.0136054421768707
group_3430,0,0.0136054421768707
group_3431,0,0.0136054421768707
group_3435,0,0.0136054421768707
hph,0,0.0136054421768707
group_3437,0,0.0136054421768707
group_3438,0,0.0136054421768707
group_3454,0,0.0136054421768707
group_3459,0,0.0136054421768707
group_3460,0,0.0136054421768707
group_3461,0,0.0136054421768707
group_3639,0,0.0136054421768707
group_3744,0,0.0136054421768707
group_3745,0,0.0136054421768707
group_3746,0,0.0136054421768707
group_3747,0,0.0136054421768707
group_3806,0,0.0136054421768707
group_3808,0,0.0136054421768707
group_3809,0,0.0136054421768707
group_3814,0,0.0136054421768707
group_3822,0.00806451612903226,0.00680272108843537
group_3823,0.00806451612903226,0.00680272108843537
group_3842,0.00806451612903226,0.00680272108843537
group_4153,0,0.0136054421768707
group_4311,0,0.0136054421768707
group_4314,0,0.0136054421768707
group_4686,0,0.0136054421768707
group_4687,0,0.0136054421768707
group_4688,0,0.0136054421768707
group_4689,0,0.0136054421768707
group_4690,0,0.0136054421768707
group_4691,0,0.0136054421768707
group_4692,0,0.0136054421768707
group_4708,0,0.0136054421768707
group_4709,0,0.0136054421768707
group_4722,0,0.0136054421768707
group_4734,0,0.0136054421768707
group_4735,0,0.0136054421768707
group_4736,0,0.0136054421768707
mobA_1,0,0.0136054421768707
group_4738,0,0.0136054421768707
group_4739,0,0.0136054421768707
group_4740,0,0.0136054421768707
group_4741,0,0.0136054421768707
group_4742,0,0.0136054421768707
group_4743,0,0.0136054421768707
group_4744,0,0.0136054421768707
group_4745,0,0.0136054421768707
group_4949,0.00806451612903226,0.00680272108843537
group_4950,0.00806451612903226,0.00680272108843537
group_4960,0.0161290322580645,0
group_4978,0,0.0136054421768707
group_4979,0,0.0136054421768707
group_4984,0,0.0136054421768707
group_4985,0,0.0136054421768707
group_4986,0,0.0136054421768707
group_4987,0,0.0136054421768707
group_4988,0,0.0136054421768707
group_4989,0,0.0136054421768707
group_4990,0,0.0136054421768707
fimD_4,0,0.0136054421768707
group_4992,0,0.0136054421768707
group_4993,0,0.0136054421768707
group_4995,0,0.0136054421768707
group_5009,0,0.0136054421768707
group_5010,0,0.0136054421768707
group_5011,0,0.0136054421768707
group_5012,0,0.0136054421768707
yedK_2,0,0.0136054421768707
group_5018,0,0.0136054421768707
group_5021,0,0.0136054421768707
group_5024,0,0.0136054421768707
group_5025,0,0.0136054421768707
group_5026,0,0.0136054421768707
group_5027,0,0.0136054421768707
group_5028,0,0.0136054421768707
group_5029,0,0.0136054421768707
group_5030,0,0.0136054421768707
group_5031,0,0.0136054421768707
group_5032,0,0.0136054421768707
group_5035,0,0.0136054421768707
group_5045,0,0.0136054421768707
group_5046,0,0.0136054421768707
group_5047,0,0.0136054421768707
group_5048,0,0.0136054421768707
sspH2_1,0,0.0136054421768707
group_5051,0,0.0136054421768707
hhaIM,0,0.0136054421768707
group_5053,0,0.0136054421768707
group_5054,0,0.0136054421768707
group_5055,0,0.0136054421768707
group_5056,0,0.0136054421768707
group_5057,0,0.0136054421768707
group_5059,0,0.0136054421768707
group_5060,0,0.0136054421768707
group_5061,0,0.0136054421768707
group_5062,0,0.0136054421768707
group_5064,0,0.0136054421768707
group_5066,0,0.0136054421768707
group_5067,0,0.0136054421768707
group_5068,0,0.0136054421768707
group_5069,0,0.0136054421768707
group_5070,0,0.0136054421768707
group_5071,0,0.0136054421768707
group_5079,0,0.0136054421768707
group_5084,0,0.0136054421768707
group_5085,0,0.0136054421768707
group_5086,0,0.0136054421768707
group_5088,0,0.0136054421768707
group_5089,0,0.0136054421768707
group_5090,0,0.0136054421768707
group_5091,0,0.0136054421768707
group_5092,0,0.0136054421768707
group_5096,0,0.0136054421768707
group_5097,0,0.0136054421768707
cdtA,0,0.0136054421768707
cdtB,0,0.0136054421768707
group_5101,0,0.0136054421768707
group_5102,0,0.0136054421768707
group_5103,0,0.0136054421768707
group_5104,0,0.0136054421768707
group_5105,0,0.0136054421768707
group_5107,0,0.0136054421768707
group_5108,0,0.0136054421768707
group_5109,0,0.0136054421768707
group_5110,0,0.0136054421768707
group_5111,0,0.0136054421768707
group_5112,0,0.0136054421768707
group_5113,0,0.0136054421768707
ctrA,0,0.0136054421768707
group_5115,0,0.0136054421768707
group_5116,0,0.0136054421768707
group_5117,0,0.0136054421768707
pla_2,0,0.0136054421768707
ymoA,0,0.0136054421768707
group_5120,0,0.0136054421768707
group_5121,0,0.0136054421768707
group_5122,0,0.0136054421768707
group_5123,0,0.0136054421768707
group_5124,0,0.0136054421768707
group_5125,0,0.0136054421768707
group_5126,0,0.0136054421768707
group_5127,0,0.0136054421768707
group_5128,0,0.0136054421768707
group_5129,0,0.0136054421768707
group_5130,0,0.0136054421768707
group_5131,0,0.0136054421768707
group_5132,0,0.0136054421768707
group_5133,0,0.0136054421768707
group_5134,0,0.0136054421768707
group_5135,0,0.0136054421768707
group_5136,0,0.0136054421768707
group_5137,0,0.0136054421768707
group_5138,0,0.0136054421768707
group_5139,0,0.0136054421768707
group_5140,0,0.0136054421768707
group_5141,0,0.0136054421768707
group_5142,0,0.0136054421768707
group_5143,0,0.0136054421768707
group_5144,0,0.0136054421768707
group_5145,0,0.0136054421768707
fimH,0,0.0136054421768707
fimG_2,0,0.0136054421768707
fimF_3,0,0.0136054421768707
fimD_7,0,0.0136054421768707
fimC_7,0,0.0136054421768707
group_5151,0,0.0136054421768707
group_5152,0,0.0136054421768707
group_5153,0,0.0136054421768707
group_5155,0,0.0136054421768707
group_5156,0,0.0136054421768707
group_5157,0,0.0136054421768707
group_5158,0,0.0136054421768707
group_5159,0,0.0136054421768707
group_5160,0,0.0136054421768707
group_5161,0,0.0136054421768707
group_5162,0,0.0136054421768707
group_5163,0,0.0136054421768707
group_5164,0,0.0136054421768707
group_5182,0.00806451612903226,0.00680272108843537
group_5183,0.00806451612903226,0.00680272108843537
group_5201,0.00806451612903226,0.00680272108843537
group_5205,0.00806451612903226,0.00680272108843537
group_5206,0.00806451612903226,0.00680272108843537
group_5207,0.00806451612903226,0.00680272108843537
group_5217,0,0.0136054421768707
group_5219,0,0.0136054421768707
group_5225,0,0.0136054421768707
group_5227,0,0.0136054421768707
group_5228,0,0.0136054421768707
group_5229,0,0.0136054421768707
group_5230,0,0.0136054421768707
group_5231,0,0.0136054421768707
sspH1,0,0.0136054421768707
group_5236,0,0.0136054421768707
group_5237,0,0.0136054421768707
group_5243,0,0.0136054421768707
group_5256,0,0.0136054421768707
ptxA,0,0.0136054421768707
group_5258,0,0.0136054421768707
group_5259,0,0.0136054421768707
group_5261,0,0.0136054421768707
group_5263,0,0.0136054421768707
group_5271,0,0.0136054421768707
group_5275,0,0.0136054421768707
group_5277,0,0.0136054421768707
group_5283,0,0.0136054421768707
group_5284,0,0.0136054421768707
group_5314,0,0.0136054421768707
group_5371,0.00806451612903226,0.00680272108843537
group_5401,0,0.0136054421768707
group_5422,0,0.0136054421768707
group_5436,0,0.0136054421768707
group_5445,0,0.0136054421768707
group_5476,0.0161290322580645,0
group_5477,0.0161290322580645,0
group_5478,0.0161290322580645,0
group_5479,0.0161290322580645,0
group_5480,0.0161290322580645,0
group_5481,0.0161290322580645,0
group_5482,0.0161290322580645,0
alaS_2,0.0161290322580645,0
cysK_3,0.0161290322580645,0
group_5485,0.0161290322580645,0
group_5486,0.0161290322580645,0
ygaZ_1,0.0161290322580645,0
group_5509,0.00806451612903226,0.00680272108843537
group_5677,0.0161290322580645,0
group_5678,0.0161290322580645,0
group_5679,0.0161290322580645,0
group_5680,0.0161290322580645,0
group_5681,0.0161290322580645,0
group_5684,0.0161290322580645,0
group_5685,0.0161290322580645,0
group_5687,0.0161290322580645,0
group_5769,0.00806451612903226,0.00680272108843537
group_5770,0.00806451612903226,0.00680272108843537
group_5772,0.0161290322580645,0
group_5773,0.0161290322580645,0
group_5774,0.0161290322580645,0
group_5775,0.0161290322580645,0
group_5796,0.0161290322580645,0
group_5797,0.0161290322580645,0
group_5802,0.0161290322580645,0
group_5806,0.0161290322580645,0
group_5946,0.0161290322580645,0
yheS_3,0.0161290322580645,0
group_5948,0.0161290322580645,0
group_5953,0.0161290322580645,0
group_5970,0.00806451612903226,0.00680272108843537
group_5971,0.00806451612903226,0.00680272108843537
group_5974,0.00806451612903226,0.00680272108843537
group_5975,0.00806451612903226,0.00680272108843537
group_5976,0.00806451612903226,0.00680272108843537
group_5979,0.0161290322580645,0
group_5980,0.0161290322580645,0
group_5981,0.00806451612903226,0.00680272108843537
group_6146,0,0.0136054421768707
group_6150,0,0.0136054421768707
group_6164,0,0.0136054421768707
group_6181,0,0.0136054421768707
group_6186,0,0.0136054421768707
group_6187,0,0.0136054421768707
group_6188,0,0.0136054421768707
group_6189,0,0.0136054421768707
group_6190,0,0.0136054421768707
group_6191,0,0.0136054421768707
group_6192,0,0.0136054421768707
group_6193,0,0.0136054421768707
group_6194,0,0.0136054421768707
group_6200,0,0.0136054421768707
group_6236,0,0.0136054421768707
group_6237,0,0.0136054421768707
group_6249,0,0.0136054421768707
group_6250,0,0.0136054421768707
group_6251,0,0.0136054421768707
group_6252,0,0.0136054421768707
group_6464,0,0.0136054421768707
group_6639,0,0.0136054421768707
group_6829,0,0.0136054421768707
group_6879,0,0.0136054421768707
yddM_2,0,0.0136054421768707
group_6886,0,0.0136054421768707
group_6938,0,0.0136054421768707
gsiA_11,0,0.0136054421768707
nikC_2,0,0.0136054421768707
nikB_1,0,0.0136054421768707
nikA,0,0.0136054421768707
gsiA_12,0,0.0136054421768707
gsiA_13,0,0.0136054421768707
appA_3,0,0.0136054421768707
ddpC,0,0.0136054421768707
nikB_2,0,0.0136054421768707
group_6948,0,0.0136054421768707
ureE,0,0.0136054421768707
ureC,0,0.0136054421768707
ureB,0,0.0136054421768707
ureA1,0,0.0136054421768707
group_6953,0,0.0136054421768707
